budget,genres,homepage,id,keywords,original_language,overview,popularity,revenue,runtime,tagline,title,vote_average,vote_count,movie_id,cast,director,year,imdb_id,poster_path,num_critic_for_reviews,num_user_for_reviews,imdb_score,movie_facebook_likes
120000000,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']",http://www.thewolverinemovie.com,76170,"['japan', 'samurai', 'mutant', 'world war i', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'duringcreditsstinger']",en,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",15.953444,415440673,126,"When he's most vulnerable, he's most dangerous.",The Wolverine,6.3,4053,76170,"['Hugh Jackman', 'Hiroyuki Sanada', 'Famke Janssen', 'Will Yun Lee', 'Tao Okamoto']",['James Mangold'],2013,tt1430132,posters/poster_76170.jpg,440,533,6.7,68000
32000000,"['Action', 'Comedy']",http://www.thisistheend.com/,109414,"['rape', 'monster', 'panic', 'friendship', 'celebrity', 'satire', 'party', 'possession', 'dark comedy', 'end of the world', 'apocalypse', 'drug', 'demon', 'self-referential', 'actor']",en,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",38.21708,126041322,107,Nothing ruins a party like the end of the world.,This Is The End,6.3,2359,109414,"['James Franco', 'Jonah Hill', 'Seth Rogen', 'Jay Baruchel', 'Danny McBride']","['Seth Rogen', 'Evan Goldberg']",2013,tt1245492,posters/poster_109414.jpg,418,669,6.7,97000
3000000,"['Mystery', 'Thriller']",0,5780,"['cold war', 'east germany']",en,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin and then figuring out a plan to escape back to the West.,7.924982000000001,13000000,128,It tears you apart with suspense!,Torn Curtain,6.4,120,5780,"['Paul Newman', 'Julie Andrews', 'Lila Kedrova', 'Hansjörg Felmy', 'Tamara Toumanova']",['Alfred Hitchcock'],1966,tt0061107,posters/poster_5780.jpg,64,137,6.7,933
15000000,"['Thriller', 'Crime', 'Mystery']",0,6687,"['china', 'married couple', 'backpacker', 'firearm', 'police', 'travel', 'snow', 'blood', 'cowardliness', 'train', 'drug', 'killer', 'siberia', 'moscow', 'trans-siberian railway']",en,A Trans-Siberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.,11.428903,5926410,111,You can't escape your lies.,Transsiberian,6.5,195,6687,"['Woody Harrelson', 'Emily Mortimer', 'Kate Mara', 'Eduardo Noriega', 'Thomas Kretschmann']",['Brad Anderson'],2008,tt0800241,posters/poster_6687.jpg,150,162,6.7,0
2000000,['Drama'],http://truckermovie.net/,29406,"['california', 'sex', 'bar', 'motel', 'highway', 'reunion', 'cancer', 'independent film', 'violence', 'anger', 'divorcee', 'drunk', 'trucker', 'americana', 'traffic']",en,"Loner Diane Ford (Michelle Monaghan) is a truck driver with an 11-year-old son, Peter (Jimmy Bennett), whom she never sees, and that's fine with her. But, when Peter's father, Len (Benjamin Bratt), falls ill, he asks Diane to take care of their son for a while. Eventually, Diane reluctantly agrees, but she quickly realizes that caring for a child interferes with her independent lifestyle -- and Peter isn't all that thrilled with the arrangement, either.",1.20173,0,90,Some Things in life you can't leave behind,Trucker,6.8,16,29406,"['Michelle Monaghan', 'Nathan Fillion', 'Joey Lauren Adams', 'Jimmy Bennett', 'Mika Boorem']",['James Mottern'],2008,tt1087527,posters/poster_29406.jpg,46,22,6.7,371
0,"['Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",0,13768,[],en,"Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.",4.115398,0,90,"If you could choose to live forever, would you?",Tuck Everlasting,6.4,128,13768,"['Alexis Bledel', 'William Hurt', 'Sissy Spacek', 'Jonathan Jackson', 'Scott Bairstow']",['Jay Russell'],2002,tt0283084,posters/poster_13768.jpg,69,127,6.7,0
312000,"['Comedy', 'Drama']",0,55123,['independent film'],en,"A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom takes up with a controlling trucker and fights with her weirdo boss. Meanwhile, the daughter, used to making the constant shifts, finds a fit at school including getting chosen for a play lead.",1.505703,1281176,102,They ran away from everything but each other.,Tumbleweeds,6.2,11,55123,"['Janet McTeer', 'Kimberly J. Brown', 'Jennifer Paige']","[""Gavin O'Connor""]",1999,tt0161023,posters/poster_55123.jpg,64,73,6.7,121
0,"['Comedy', 'Drama', 'Romance']",0,10934,"['depression', 'toscana', 'recreation', 'author', 'divorce', 'woman director']",en,"After a rough divoce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.",12.309718,0,113,Life offers you a thousand chances ... all you have to do is take one.,Under The Tuscan Sun,6.4,172,10934,"['Diane Lane', 'Sandra Oh', 'Lindsay Duncan', 'Raoul Bova', 'Vincent Riotta']",['Audrey Wells'],2003,tt0328589,posters/poster_10934.jpg,111,317,6.7,0
22000000,"['Animation', 'Adventure', 'Romance']",0,153158,['soccer'],es,"In the small village where Amadeo lives there is no one good enough to challenge his skills at Table Football. But, while Amadeo may be a genius as a table football player in real life he's a loser. He's in love with Lara, his childhood friend, but he's so shy that he can't bring himself to confess his love for her. So he just hangs out in his quaint, timeless village. When Amadeo beats the village bully Flash at Table Football. The scene is set for an epic rivalry. Consumed with anger Flash vows to get even and 10 years later he returns as an International Superstar, a Football Icon and Galatico determined to wreak his revenge.",14.866351000000002,24000000,106,There's only one team this summer.,Underdogs,6.0,122,153158,"['Juan José Campanella', 'Diego Ramos', 'Pablo Rago', 'Axel Kuschevatzky', 'David Masajnik']",['Juan José Campanella'],2013,tt1634003,posters/poster_153158.jpg,82,22,6.7,0
50000000,"['Thriller', 'Drama']",0,2251,"['adultery', 'infidelity', 'eroticism', 'literature', 'lover', 'new york city', 'erotic thriller']",en,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",14.382253,119137784,124,Where do you go when you've gone too far?,Unfaithful,6.3,276,2251,"['Richard Gere', 'Diane Lane', 'Olivier Martinez', 'Erik Per Sullivan', 'Zeljko Ivanek']",['Adrian Lyne'],2002,tt0250797,posters/poster_2251.jpg,152,533,6.7,0
35000000,"['Comedy', 'Music']",http://www.walkhard-movie.com/,6575,"['music record', 'rock and roll', 'pop', 'hip-hop', 'fab four', 'blues', 'pop star', 'rapper', 'record producer', 'rock', 'music', 'music instrument', 'wedding', 'extramarital affair', 'aftercreditsstinger']",en,Singer Dewey Cox overcomes adversity to become a musical legend.,10.73522,18317151,96,Life made him tough. Love made him strong. Music made him hard.,Walk Hard: The Dewey Cox Story,6.6,212,6575,"['John C. Reilly', 'Jenna Fischer', 'Tim Meadows', 'Kristen Wiig', 'Raymond J. Barry']",['Jake Kasdan'],2007,tt0841046,posters/poster_6575.jpg,171,200,6.7,0
75000000,"['Action', 'Thriller', 'Crime']",http://www.wantedmovie.com/,8909,"['assassin', 'loss of father', 'secret society', 'mission of murder', 'revenge']",en,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",73.82289,258270008,110,Choose your destiny.,Wanted,6.4,2528,8909,"['Angelina Jolie', 'James McAvoy', 'Morgan Freeman', 'Thomas Kretschmann', 'Terence Stamp']",['Timur Bekmambetov'],2008,tt0493464,posters/poster_8909.jpg,316,713,6.7,0
15000000,['Drama'],0,232679,"['american football', 'sport', 'high school sports']",en,A young coach turns a losing high school football program around to go undefeated for 12 consecutive seasons.,7.297757000000002,30127963,115,"Its Not How Hard You Fall, Its How You Get Back Up",When The Game Stands Tall,6.3,130,232679,"['Jim Caviezel', 'Michael Chiklis', 'Laura Dern', 'Clancy Brown', ""Ser'Darius Blain""]",['Thomas Carter'],2014,tt2247476,posters/poster_232679.jpg,50,64,6.7,0
14000000,"['Action', 'Adventure', 'Drama', 'Family']",0,12227,"['based on novel', 'gold', 'treasure', 'coffin', 'human animal relationship', 'friendship', 'alaska', 'shootout', 'dog', 'prospector', 'klondike', 'yukon', 'boy dog relationship', 'gold miner']",en,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,13.13724,34793160,107,"Where civilization ends, their journey begins.",White Fang,6.5,135,12227,"['Klaus Maria Brandauer', 'Ethan Hawke', 'Seymour Cassel', 'Susan Hogan', 'James Remar']",['Randal Kleiser'],1991,tt0103247,posters/poster_12227.jpg,10,31,6.7,0
5500000,"['Drama', 'Comedy']",0,231576,"['jew', 'independent film', 'homeschooling', 'family', 'struggling actor']",en,"Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",15.015270999999998,5483299,120,Life is an occasion. Rise to it.,Wish I Was Here,6.4,300,231576,"['Zach Braff', 'Kate Hudson', 'Joey King', 'Pierce Gagnon', 'Donald Faison']",['Zach Braff'],2014,tt2870708,posters/poster_231576.jpg,149,93,6.7,0
150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",http://www.x-menorigins.com/,2080,"['corruption', 'mutant', 'boxer', 'army', 'marvel comic', 'superhero', 'aftercreditsstinger', 'duringcreditsstinger']",en,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",5.9543339999999985,373062864,107,Witness the Origin.,X-Men Origins: Wolverine,6.2,4021,2080,"['Hugh Jackman', 'Liev Schreiber', 'Danny Huston', 'Lynn Collins', 'Ryan Reynolds']",['Gavin Hood'],2009,tt0458525,posters/poster_2080.jpg,350,641,6.7,0
125000,"['Drama', 'Comedy']",http://www.yoursisterssister-themovie.com/,84355,"['sister sister relationship', 'secret', 'romance', 'cottage', 'relationship', 'mumblecore', 'woman director']",en,"Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days.",12.833247,3200000,90,A comedy about doing the right thing with the wrong person.,Your Sister'S Sister,6.5,137,84355,"['Mark Duplass', 'Emily Blunt', 'Rosemarie DeWitt', 'Mike Birbiglia', 'Kate Bayley']",['Lynn Shelton'],2011,tt1742336,posters/poster_84355.jpg,171,62,6.7,3000
16000000,"['Crime', 'Drama', 'Thriller']",0,185567,[],en,"As a child, Ali Neuman narrowly escaped being murdered by Inkhata, a militant political party at war with Nelson Mandela's African National Congress. Only he and his mother survived the carnage of those years. But as with many survivors, the psychological scars remain.",14.529496,0,110,0,Zulu,6.7,172,185567,"['Orlando Bloom', 'Forest Whitaker', 'Conrad Kemp', 'Inge Beckmann', 'Tinarie Van Wyk-Loots']",['Jérôme Salle'],2013,tt2249221,posters/poster_185567.jpg,69,43,6.7,0
55000000,"['Action', 'Adventure', 'Crime', 'Thriller']",0,2207,"['mission of murder', 'male bonding', 'doing the right thing', 'people change']",en,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",32.31022,65664721,105,"For a New York cop and his witness, the distance between life and death just got very short.",16 Blocks,6.2,661,2207,"['Bruce Willis', 'Yasiin Bey', 'David Morse', 'Jenna Stern', 'David Zayas']",['Richard Donner'],2006,tt0450232,posters/poster_2207.jpg,199,305,6.6,0
30000000,"['Horror', 'Thriller']",http://www.30daysofnight.com/,4513,"['sunrise', 'winter', 'vampire', 'marriage crisis', 'alaska', 'based on graphic novel', 'blizzard', 'blood lust', 'polar night']",en,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",33.394082,75505973,113,They're Coming!,30 Days Of Night,6.2,767,4513,"['Josh Hartnett', 'Melissa George', 'Ben Foster', 'Danny Huston', 'Mark Boone Junior']",['David Slade'],2007,tt0389722,posters/poster_4513.jpg,304,527,6.6,0
30000000,['Comedy'],0,8976,"['new york', 'shyness', 'career', 'flight', 'romantic comedy', 'travel', 'male female relationship', 'los angeles']",en,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",19.212552,42886719,107,There's nothing better than a great romance... to ruin a perfectly good friendship.,A Lot Like Love,6.5,318,8976,"['Ashton Kutcher', 'Amanda Peet', 'Aimee Garcia', 'Taryn Manning', 'Ali Larter']",['Nigel Cole'],2005,tt0391304,posters/poster_8976.jpg,112,161,6.6,0
5000000,"['Horror', 'Thriller']",0,10072,"['group therapy', 'nightmare', 'hypnosis', 'trapped', 'alcoholic', 'mental illness', 'catholicism', 'disfigurement', 'sleepwalking', 'mental hospital', 'psychotherapist', 'dreams']",en,"It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.",17.304054999999998,44793222,96,"If you think you're ready for Freddy, think again!",A Nightmare On Elm Street 3: Dream Warriors,6.5,354,10072,"['Robert Englund', 'Patricia Arquette', 'Heather Langenkamp', 'John Saxon', 'Craig Wasson']",['Chuck Russell'],1987,tt0093629,posters/poster_10072.jpg,131,311,6.6,0
